Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Melted Chocolate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Radiance
aeadditions:pattern.fluid:0, ME Fluid Pattern: Space Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Radite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Infected Purlonite Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Infected Purlonite Lava
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cheese Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gaseous Cheese Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Infected Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nuclear Waste
aeadditions:pattern.fluid:0, ME Fluid Pattern: Purified Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Witchwater
aeadditions:pattern.fluid:0, ME Fluid Pattern: Evil Infused Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enchanted Metal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Demon Metal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Ethane-Methane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium-3
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Helium-Hydrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nature Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Latex
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sewage
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biofuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pink Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protein
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Soulium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Base Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Inferium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Prudentium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Intermedium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Superium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Supremium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Reinforced Pink Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Insanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid XP
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chocolate Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Milk Chocolate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dark Chocolate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wub Wub Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nutrient Distillation
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dew of the Void
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vapor of Levity
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hootch
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fire Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Sunshine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cloud Seed
aeadditions:pattern.fluid:0, ME Fluid Pattern: Concentrated Cloud Seed
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seared Stone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Obsidian
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Clay
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Dirt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Emerald
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Blue Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Purple Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluid Yellorium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluid Cyanite
aeadditions:pattern.fluid:0, ME Fluid Pattern: fluid.fuelcolumn
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pure Metal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Amaranth
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Crystal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Dark Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Desh
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Draconium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Etrium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Evenium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Graphite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Meteoric Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Mithril
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Radite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Shinium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Vibranium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Virinium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Zogite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Zollernium
aeadditions:terminal.fluid.wireless, item.com.the9grounds.aeadditions.terminal.fluid.wireless.name
aeadditions:storage.component:0, 256k ME Storage Component
aeadditions:storage.component:1, 1024k ME Storage Component
aeadditions:storage.component:2, 4096k ME Storage Component
aeadditions:storage.component:3, 16384k ME Storage Component
aeadditions:storage.component:4, 256k ME Fluid Storage Component
aeadditions:storage.component:5, 1024k ME Fluid Storage Component
aeadditions:storage.component:6, 4096k ME Fluid Storage Component
aeadditions:storage.component:7, 1k ME Gas Storage Component
aeadditions:storage.component:8, 4k ME Gas Storage Component
aeadditions:storage.component:9, 16k ME Gas Storage Component
aeadditions:storage.component:10, 64k ME Gas Storage Component
aeadditions:storage.component:11, 256k ME Gas Storage Component
aeadditions:storage.component:12, 1024k ME Gas Storage Component
aeadditions:storage.component:13, 4096k ME Gas Storage Component
aeadditions:storage.casing:0, Advanced Storage Housing
aeadditions:storage.casing:1, Fluid Storage Housing
aeadditions:storage.casing:2, Gas Storage Housing
aeadditions:fluid.item, item.com.the9grounds.aeadditions.fluid.item.name
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.fluid.portable:0, ME Portable Fluid Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:storage.gas.portable:0, ME Portable Gas Storage
aeadditions:pattern.crafting, item.com.the9grounds.aeadditions.pattern.crafting.name
aeadditions:terminal.universal.wireless, item.com.the9grounds.aeadditions.terminal.universal.wireless.name
aeadditions:terminal.gas.wireless, item.com.the9grounds.aeadditions.terminal.gas.wireless.name
aeadditions:oc.upgrade:2, ME Upgrade (Tier 1)
aeadditions:oc.upgrade:1, ME Upgrade (Tier 2)
aeadditions:oc.upgrade:0, ME Upgrade (Tier 3)
aeadditions:gas.item, item.com.the9grounds.aeadditions.gas.item.name
aeadditions:certustank, com.the9grounds.aeadditions.block.certustank.name
aeadditions:fluidcrafter, ME Fluid Assembler
aeadditions:fluidfiller, ME Fluid Auto Filler
aeadditions:hardmedrive, Blast resistant ME Drive
aeadditions:vibrantchamberfluid, Fluid Vibration Chamber
aeadditions:gas_interface, ME Gas Interface
zollerngalaxy:heartofzol, Zollus Heartium
zollerngalaxy:zolluscrystal, Zolnium Crystal
zollerngalaxy:kriffoncrystal, Kriffon Crystal
zollerngalaxy:purgotcrystal, Purgot Crystal
zollerngalaxy:edencrystal, Eden's Crystal
zollerngalaxy:purgotessence, Oasis Gem
zollerngalaxy:prometheancrystal, Promethean Crystal
zollerngalaxy:plutoniumcrystal, Plutonium Crystal
zollerngalaxy:azurite, Azurite
zollerngalaxy:ascendium, Ascendium
zollerngalaxy:rokkite, Rokkite
zollerngalaxy:perdglowstonedust, Lost Glowdust
zollerngalaxy:perddiamond, Lost Diamond
zollerngalaxy:etrium, Raw Etrium
zollerngalaxy:amber, Amber
zollerngalaxy:topaz, Topaz
zollerngalaxy:opal, Opal
zollerngalaxy:aquamarine, Aquamarine
zollerngalaxy:garnet, Garnet
zollerngalaxy:ruby, Ruby
zollerngalaxy:staticamber, Static Amber
zollerngalaxy:icyaqua, Icy Aquamarine
zollerngalaxy:firegarnet, Fiery Garnet
zollerngalaxy:witherite, Witherite
zollerngalaxy:netheridium, Netheridium
zollerngalaxy:sapphire, Sapphire
zollerngalaxy:stormcrystalgem, Storm Crystal Gem
zollerngalaxy:mudclayball, Mud Clay Ball
zollerngalaxy:brightstonedust, Britestone Dust
zollerngalaxy:shinestonedust, Shinestone Dust
zollerngalaxy:rawviri, Raw Virinium
zollerngalaxy:eveniumdust, Pulverized Evenium
zollerngalaxy:cobaltdust, Pulverized Cobalt
zollerngalaxy:fueltoniumraw, Raw Fuelonite
zollerngalaxy:shiniumdust, Shinium Dust
zollerngalaxy:chargiumdust, Chargium Blend
zollerngalaxy:diamonddust, Pulverized Diamond
zollerngalaxy:emeralddust, Pulverized Emerald
zollerngalaxy:amaranthdust, Amaranth Dust
zollerngalaxy:zollerniumdust, Zollernium Dust
zollerngalaxy:zincdust, Zinc Dust
zollerngalaxy:zucritedust, Zucrite Dust
zollerngalaxy:rhodiumdust, Rhodium Dust
zollerngalaxy:plutoniumdust, Plutonium Dust
zollerngalaxy:enrichmentdust, Enrichment Dust
zollerngalaxy:obsidiandust, Obsidian Dust
zollerngalaxy:raditedust, Radite Dust
zollerngalaxy:zogitedust, Zogite Dust
zollerngalaxy:zograditeblend, Zogradite Blend
zollerngalaxy:vibraniumdust, Vibranium Dust
zollerngalaxy:ingotviri, Virinium Ingot
zollerngalaxy:ingotcobalt, Cobalt Ingot
zollerngalaxy:ingotevenium, Evenium Ingot
zollerngalaxy:shinestoneingot, Shinestone Ingot
zollerngalaxy:shiniumingot, Shinium Ingot
zollerngalaxy:chargiumingot, Chargium Ingot
zollerngalaxy:fueltoniumingot, Fueltonium Ingot
zollerngalaxy:lapisingot, Lapis Ingot
zollerngalaxy:amaranthingot, Amaranth Ingot
zollerngalaxy:ascendantamaranthingot, Ascendant Amaranth Ingot
zollerngalaxy:zollerniumingot, Zollernium Ingot
zollerngalaxy:zincingot, Zinc Ingot
zollerngalaxy:etriumingot, Etrium Ingot
zollerngalaxy:zucriteingot, Zucrite Ingot
zollerngalaxy:rhodiumingot, Rhodium Ingot
zollerngalaxy:radiumingot, Radium Ingot
zollerngalaxy:plutoniumingot, Plutonium Ingot
zollerngalaxy:obsidianingot, Obsidian Ingot
zollerngalaxy:raditeingot, Radite Ingot
zollerngalaxy:zogiteingot, Zogite Ingot
zollerngalaxy:zograditeingot, Zogradite Ingot
zollerngalaxy:vibraniumingot, Vibranium Ingot
zollerngalaxy:hud, Galactic HUD
zollerngalaxy:alienstone, Ancient Eden's Essence
zollerngalaxy:compressedcobalt, Compressed Cobalt
zollerngalaxy:compresseddiamond, Compressed Diamond
zollerngalaxy:compressedemerald, Compressed Emerald
zollerngalaxy:compressedevenium, Compressed Evenium
zollerngalaxy:compressedgold, Compressed Gold
zollerngalaxy:compressedheartium, Compressed Heartium
zollerngalaxy:compressedkriffonium, Compressed Kriffonium
zollerngalaxy:compressedvirinium, Compressed Virinium
zollerngalaxy:compressedvyrex, Compressed Vyrexite
zollerngalaxy:compressedpromethean, Compressed Promethean
zollerngalaxy:compressedsuperchargedcoal, Compressed Super Charged Coal
zollerngalaxy:compressedriven, Compressed Riven
zollerngalaxy:compressedamaranth, Compressed Amaranth
zollerngalaxy:compressedazurite, Compressed Azurite
zollerngalaxy:compressedzollernium, Compressed Zollernium
zollerngalaxy:compressedzucrite, Compressed Zucrite
zollerngalaxy:compressedrhodium, Compressed Rhodium
zollerngalaxy:compressedascendantamaranth, Compressed Ascendant Amaranth
zollerngalaxy:compressedzanium, Compressed Zanium
zollerngalaxy:alienbaconraw, Raw Alien Bacon
zollerngalaxy:alienbaconcooked, Cooked Alien Bacon
zollerngalaxy:alienbeefraw, Raw Alien Beef
zollerngalaxy:alienbeefcooked, Cooked Alien Beef
zollerngalaxy:fruitofeden, Fruit of Eden
zollerngalaxy:perdberry, Lost Berry
zollerngalaxy:perdpeach, Lost Peach
zollerngalaxy:rawblubberfish, Raw Blubber Fish
zollerngalaxy:cookedblubberfish, Cooked Blubber Fish
zollerngalaxy:rawbladefish, Raw Blade Fish
zollerngalaxy:cookedbladefish, Cooked Blade Fish
zollerngalaxy:rawgypsyfish, Raw Gypsy Fish
zollerngalaxy:cookedgypsyfish, Cooked Gypsy Fish
zollerngalaxy:creamball, Cream Ball
zollerngalaxy:rawchocolate, Raw Chocolate
zollerngalaxy:chocolatebar, Chocolate Bar
zollerngalaxy:brownie, Brownie
zollerngalaxy:candyapple, Candy Apple
zollerngalaxy:icecreamsandwich, Ice Cream Sandwich
zollerngalaxy:icecream, Ice Cream
zollerngalaxy:strawberry_chocolate, Chocolate-Covered Strawberry
zollerngalaxy:edendungeonkey, Eden's Treasure Key
zollerngalaxy:shadekey, Shade Key
zollerngalaxy:tlalocdungeonkey, Tlaloc's Dungeon Key
zollerngalaxy:perdreed, Lost Bamboo Plant
zollerngalaxy:shagreen, Shagreen
zollerngalaxy:sharktooth, Shark Tooth
zollerngalaxy:shadowbone, Shadow Bone
zollerngalaxy:shadowessence, Dark Matter Essence
zollerngalaxy:radium, Radium
zollerngalaxy:zanium, Zanium
zollerngalaxy:superchargedcoal, Super Charged Coal
zollerngalaxy:powerstick, Rod of Ascension
zollerngalaxy:lapisstick, Lapis Stick
zollerngalaxy:stargate_tier1, Stargate (Protocol One)
zollerngalaxy:stargate_tier2, Stargate (Protocol Two)
zollerngalaxy:stargate_tier3, Stargate (Protocol Three)
zollerngalaxy:stargate_tier4, Stargate (Protocol Four)
zollerngalaxy:stargate_tier5, Stargate (Protocol Five)
zollerngalaxy:stargate_tier6, Stargate (Protocol Six)
zollerngalaxy:stargate_tier7, Stargate (Protocol Seven)
zollerngalaxy:stargate_tier8, Stargate (Protocol Eight)
zollerngalaxy:stargate_tier9, Stargate (Protocol Nine)
zollerngalaxy:stargate_tier10, Stargate (Protocol Ten)
zollerngalaxy:stargate_tier918, Stargate (Birthday Protocol)
zollerngalaxy:stargate_moon, Stargate (Moon)
zollerngalaxy:omnitool, Omnitool
zollerngalaxy:bedrockbreaker, Bedrock Breaker
zollerngalaxy:cobalt_pickaxe, Cobalt Pickaxe
zollerngalaxy:evenium_pickaxe, Evenium Pickaxe
zollerngalaxy:virinium_pickaxe, Virinium Pickaxe
zollerngalaxy:amaranth_pickaxe, Amaranth Pickaxe
zollerngalaxy:azurite_pickaxe, Azurite Pickaxe
zollerngalaxy:zollernium_pickaxe, Zollernium Pickaxe
zollerngalaxy:ruby_pickaxe, Ruby Pickaxe
zollerngalaxy:sapphire_pickaxe, Sapphire Pickaxe
zollerngalaxy:zanium_pickaxe, Zanium Pickaxe
zollerngalaxy:cobalt_shovel, Cobalt Shovel
zollerngalaxy:evenium_shovel, Evenium Shovel
zollerngalaxy:virinium_shovel, Virinium Shovel
zollerngalaxy:amaranth_shovel, Amaranth Shovel
zollerngalaxy:azurite_shovel, Azurite Shovel
zollerngalaxy:zollernium_shovel, Zollernium Shovel
zollerngalaxy:ruby_shovel, Ruby Shovel
zollerngalaxy:sapphire_shovel, Sapphire Shovel
zollerngalaxy:zanium_shovel, Zanium Shovel
zollerngalaxy:cobalt_axe, Cobalt Axe
zollerngalaxy:evenium_axe, Evenium Axe
zollerngalaxy:virinium_axe, Virinium Axe
zollerngalaxy:amaranth_axe, Amaranth Axe
zollerngalaxy:azurite_axe, Azurite Axe
zollerngalaxy:zollernium_axe, Zollernium Axe
zollerngalaxy:ruby_axe, Ruby Axe
zollerngalaxy:sapphire_axe, Sapphire Axe
zollerngalaxy:zanium_axe, Zanium Axe
zollerngalaxy:cobalt_hoe, Cobalt Hoe
zollerngalaxy:evenium_hoe, Evenium Hoe
zollerngalaxy:virinium_hoe, Virinium Hoe
zollerngalaxy:amaranth_hoe, Amaranth Hoe
zollerngalaxy:azurite_hoe, Azurite Hoe
zollerngalaxy:zollernium_hoe, Zollernium Hoe
zollerngalaxy:ruby_hoe, Ruby Hoe
zollerngalaxy:sapphire_hoe, Sapphire Hoe
zollerngalaxy:zanium_hoe, Zanium Hoe
zollerngalaxy:cobalt_sword, Cobalt Sword
zollerngalaxy:evenium_sword, Evenium Sword
zollerngalaxy:virinium_sword, Virinium Sword
zollerngalaxy:amaranth_sword, Amaranth Sword
zollerngalaxy:azurite_sword, Azurite Sword
zollerngalaxy:zollernium_sword, Zollernium Sword
zollerngalaxy:ruby_sword, Ruby Sword
zollerngalaxy:sapphire_sword, Sapphire Sword
zollerngalaxy:zanium_sword, Zanium Sword
zollerngalaxy:wither_sword, Mortem
zollerngalaxy:fire_sword, Diablo
zollerngalaxy:thor_sword, Thor
zollerngalaxy:ender_sword, Ender
zollerngalaxy:ice_sword, Glacies
zollerngalaxy:light_sword, Archangel
zollerngalaxy:kree_reaper_axe, Kree Reaper Axe
zollerngalaxy:copper_tunneler, Copper Cave Tunneler
zollerngalaxy:gold_tunneler, Gold Cave Tunneler
zollerngalaxy:amaranth_tunneler, Amaranth Tunneler
zollerngalaxy:woodhelmet, Wooden Helmet
zollerngalaxy:stonehelmet, Stone Helmet
zollerngalaxy:amaranthhelmet, Amaranth Helmet
zollerngalaxy:zollerniumhelmet, Zollernium Helmet
zollerngalaxy:azuritehelmet, Azurite Helmet
zollerngalaxy:radiumhelmet, Radium Helmet
zollerngalaxy:rubyhelmet, Ruby Helmet
zollerngalaxy:sapphirehelmet, Sapphire Helmet
zollerngalaxy:zaniumhelmet, Zanium Helmet
zollerngalaxy:raditehelmet, Radite Helmet
zollerngalaxy:zogitehelmet, Zogite Helmet
zollerngalaxy:woodchestplate, Wooden Chestplate
zollerngalaxy:stonechestplate, Stone Chestplate
zollerngalaxy:amaranthchestplate, Amaranth Chestplate
zollerngalaxy:zollerniumchestplate, Zollernium Chestplate
zollerngalaxy:azuritechestplate, Azurite Chestplate
zollerngalaxy:radiumchestplate, Radium Chestplate
zollerngalaxy:rubychestplate, Ruby Chestplate
zollerngalaxy:sapphirechestplate, Sapphire Chestplate
zollerngalaxy:zaniumchestplate, Zanium Chestplate
zollerngalaxy:raditechestplate, Radite Chestplate
zollerngalaxy:zogitechestplate, Zogite Chestplate
zollerngalaxy:woodleggings, Wooden Leggings
zollerngalaxy:stoneleggings, Stone Leggings
zollerngalaxy:amaranthleggings, Amaranth Leggings
zollerngalaxy:zollerniumleggings, Zollernium Leggings
zollerngalaxy:azuriteleggings, Azurite Leggings
zollerngalaxy:radiumleggings, Radium Leggings
zollerngalaxy:rubyleggings, Ruby Leggings
zollerngalaxy:sapphireleggings, Sapphire Leggings
zollerngalaxy:zaniumleggings, Zanium Leggings
zollerngalaxy:raditeleggings, Radite Leggings
zollerngalaxy:zogiteleggings, Zogite Leggings
zollerngalaxy:woodboots, Wooden Boots
zollerngalaxy:stoneboots, Stone Boots
zollerngalaxy:amaranthboots, Amaranth Boots
zollerngalaxy:zollerniumboots, Zollernium Boots
zollerngalaxy:azuriteboots, Azurite Boots
zollerngalaxy:radiumboots, Radium Boots
zollerngalaxy:rubyboots, Ruby Boots
zollerngalaxy:sapphireboots, Sapphire Boots
zollerngalaxy:zaniumboots, Zanium Boots
zollerngalaxy:raditeboots, Radite Boots
zollerngalaxy:zogiteboots, Zogite Boots
zollerngalaxy:blueprint_corruption, Corruption Protection
zollerngalaxy:blueprint_scorch, Scorch Protection
zollerngalaxy:blueprint_freeze, Freeze Protection
zollerngalaxy:heart, Healing Heart
zollerngalaxy:heartforce, Max Heartforce
zollerngalaxy:storm_amulet, Storm Amulet
zollerngalaxy:oxygentank_tier4, Oxygen Tank (Tier 4)
zollerngalaxy:oxygentank_tier5, Oxygen Tank (Tier 5)
zollerngalaxy:oxygentank_tier6, Oxygen Tank (Tier 6)
zollerngalaxy:alcohol, Alcohol
zollerngalaxy:gauze, Gauze
zollerngalaxy:medkit, Medkit
zollerngalaxy:nail, Nail
zollerngalaxy:nailgroup, Nail Group
zollerngalaxy:woodbox, Wooden Box
zollerngalaxy:metalparts, Metal Parts
zollerngalaxy:dough, Dough
zollerngalaxy:cookeddough, Cooked Dough
zollerngalaxy:flour, Flour
zollerngalaxy:kreeflesh, Kree Flesh
zollerngalaxy:strawberry, Strawberry
zollerngalaxy:blackberry, Blackberry
zollerngalaxy:blueberry, Blueberry
zollerngalaxy:grape, Grape
zollerngalaxy:tomato, Tomato
zollerngalaxy:corn, Corn
zollerngalaxy:cucumber, Cucumber
zollerngalaxy:radish, Radish
zollerngalaxy:onion, Onion
zollerngalaxy:peas, Pea Pod
zollerngalaxy:garlic, Garlic
zollerngalaxy:ghostpepper, Ghost Pepper
zollerngalaxy:cherry, Cherry
zollerngalaxy:banana, Banana
zollerngalaxy:guava, Guava
zollerngalaxy:peach, Peach
zollerngalaxy:grapefruit, Grapefruit
zollerngalaxy:orange, Orange
zollerngalaxy:lemon, Lemon
zollerngalaxy:lime, Lime
zollerngalaxy:limon, Limon
zollerngalaxy:pea, Pea
zollerngalaxy:cornkernel, Corn Kernel
zollerngalaxy:popcorn, Popcorn
zollerngalaxy:popcornbowl, Bowl of Popcorn
zollerngalaxy:lovetreesapling, Lovetree Sapling
zollerngalaxy:goldenwoodsapling, Goldenwood Sapling
zollerngalaxy:paradisewoodsapling, Paradise Tree Sapling
zollerngalaxy:edentreesapling, Edenwood Sapling
zollerngalaxy:edenfruit, Eden's Indigo Fruit
zollerngalaxy:edenflower, Eden's Flower
zollerngalaxy:edenflower_black, Eden's Black Flower
zollerngalaxy:edenflower_blue, Eden's Blue Flower
zollerngalaxy:edenflower_cyan, Eden's Cyan Flower
zollerngalaxy:edenflower_green, Eden's Green Flower
zollerngalaxy:edenflower_orange, Eden's Orange Flower
zollerngalaxy:edenflower_pink, Eden's Pink Flower
zollerngalaxy:edenflower_purple, Eden's Purple Flower
zollerngalaxy:edenflower_red, Eden's Red Flower
zollerngalaxy:edenflower_yellow, Eden's Yellow Flower
zollerngalaxy:edenflower_white, Eden's White Flower
zollerngalaxy:oasisflower, Oasis Flower
zollerngalaxy:aster, Galaxy Aster
zollerngalaxy:zolstone, Zolstone
zollerngalaxy:zolcobblerock, Zolrock Cobblestone
zollerngalaxy:zolsurfacerock, Zolrock
zollerngalaxy:zoldirt, Zollus Dirt
zollerngalaxy:zolrockbricks, Zollus Rock Bricks
zollerngalaxy:zolcoalore, Zollus Coal Ore
zollerngalaxy:zolcopperore, Zollus Copper Ore
zollerngalaxy:zolgoldore, Zollus Gold Ore
zollerngalaxy:zolheartore, Zollus Heartium Ore
zollerngalaxy:zoltinore, Zollus Tin Ore
zollerngalaxy:zolironore, Zollus Iron Ore
zollerngalaxy:zolcrystals, Zolnium Crystals
zollerngalaxy:kriffrock, Kriffrock
zollerngalaxy:kriffstone, Kriffstone
zollerngalaxy:kriffcobblerock, Kriffon Cobblerock
zollerngalaxy:kriffdirt, Kriffon Dirt
zollerngalaxy:kriffrockbricks, Kriffon Rock Bricks
